Sample_Name,ML
SB2710445987,2626
SB2710445523,86
SB2710445469,10
SB2710445756,10
SB2711672833,117
SB2710445038,38
SB2710445619,6091
SB2710445501,1178
SB2711672905,3580
SB2710445534,23
SB2710445465,131
SB2711674175,409
SB2711672809,101
SB2711674172,409
SB2711674106,1727
SB2710445991,998
SB2710445073,12
SB2710445183,906
SB2710445740,12
SB2710445863,73
SB2710445301,8560
SB2710445798,-
SB2711674177,409
SB2711672840,1611
SB2710445609,141
SB2711674096,131
SB2710445100,69
SB2711672845,7233
SB2711674049,75
SB2711673977,34
SB2710445292,6069
SB2711672737,8583
SB2710445705,127
SB2710445957,127
SB2710445813,706
SB2710444988,5308
SB2710445772,6833
SB2710446123,73
SB2710445819,540
SB2710446099,117
SB2710445290,1147
SB2710445028,2626
SB2710445940,607
SB2710445477,1852
SB2710445272,58
SB2710445159,69
SB2711672852,101
SB2711674138,101
SB2711674082,117
SB2711672837,906
SB2711672836,1385
SB2711674141,101
SB2710445479,224
SB2710445595,10
SB2710446041,127
SB2710445289,647
SB2711672542,372
SB2710445734,-
SB2711672610,348
SB2711673999,10
SB2710445220,2079
SB2710445516,3202
SB2710445037,95
SB2710446012,1177
SB2710445217,345
SB2711672550,420
SB2710446102,2211
SB2711672777,58
SB2711672563,127
SB2710445621,1193
SB2710445676,127
SB2711674006,2606
SB2711674150,155
SB2711672581,69
SB2711672822,155
SB2711674105,48
SB2710445885,1914
SB2710445106,1231
SB2711674022,75
SB2711674153,744
SB2710445644,12
SB2711674187,4774
SB2710445017,95
SB2711674191,101
SB2710445150,131
SB2710445786,3580
SB2710446003,349
SB2710445924,401
SB2711674040,-
SB2710445792,401
SB2710445620,2619
SB2711672798,95
SB2710445120,127
SB2710445281,607
SB2710445233,-
SB2710445654,69
SB2711674098,5528
SB2711674036,2606
SB2711674128,399
SB2711672598,6858
SB2710445074,95
SB2710445139,131
SB2710445574,95
SB2710445993,127
SB2710445207,-
SB2711674149,607
SB2710445966,457
SB2711674145,101
SB2710445336,3580
SB2710445842,117
SB2710445320,607
SB2711672916,95
SB2710445310,942
SB2710445141,2705
SB2711672775,58
SB2711674021,75
SB2710446127,127
SB2711674253,1139
SB2711674120,410
SB2710445690,69
SB2711672625,141
SB2710445973,69
SB2710445613,216
SB2711672732,-
SB2710445629,141
SB2710445606,372
SB2710445086,69
SB2710445511,3721
SB2710445540,2253
SB2711672863,154
SB2711672536,73
SB2710445919,117
SB2710445247,401
SB2711674016,75
SB2710445597,95
SB2711672802,2604
SB2710446075,95
SB2710446110,69
SB2711672562,-
SB2710445530,117
SB2710445103,1193
SB2711672597,1193
SB2710445601,1049
SB2710445701,38
SB2710445008,-
SB2710445374,127
SB2710445064,-
SB2710445052,1193
SB2711672849,5308
SB2710446086,95
SB2711674137,101
SB2710445647,998
SB2710445742,1193
SB2711674242,131
SB2711672568,372
SB2710445801,1434
SB2710445821,-
SB2710445007,6767
SB2710446063,67
SB2710445326,906
SB2710445560,998
SB2711672593,95
SB2710445181,5308
SB2710445556,1148
SB2710445703,1057
SB2710445970,28
SB2711672608,69
SB2710445471,401
SB2711672854,1079
SB2710445738,12
SB2711672728,-
SB2710445632,2538
SB2711674043,75
SB2710445486,58
SB2711673991,443
SB2710445922,541
SB2711674004,2606
SB2710446019,-
SB2710445872,6069
SB2710445982,131
SB2711674052,75
SB2710445521,355
SB2710445044,420
SB2711674199,216
SB2710445187,399
SB2711674255,336
SB2710445113,1193
SB2711672783,173
SB2710445533,398
SB2711674243,537
SB2710445342,162
SB2711674139,3274
SB2710445900,1564
SB2710445977,12
SB2710445829,1415
SB2711672794,131
SB2710445164,1193
SB2710445492,23
SB2711674122,101
SB2711672564,127
SB2711673993,443
SB2711674182,409
SB2710445138,-
SB2710445255,1434
SB2710445075,23
SB2710445078,421
SB2711674247,10
SB2710445822,86
SB2711672591,409
SB2710445375,95
SB2710445466,3580
SB2710445858,372
SB2711672588,127
SB2710445878,6069
SB2710445920,58
SB2710445721,73
SB2710445379,420
SB2710445186,401
SB2711674216,-
SB2710445378,127
SB2711672553,127
SB2710445361,101
SB2710444991,-
SB2710445515,162
SB2710445252,641
SB2710445090,73
SB2711672907,1385
SB2710446101,1193
SB2710445754,541
SB2710445969,69
SB2711674241,131
SB2710445349,38
SB2710446089,706
SB2710445567,95
SB2710445641,127
SB2710445184,10045
SB2710445835,58
SB2710445161,1193
SB2711674188,-
SB2710445191,401
SB2711674147,401
SB2711674001,5229
SB2711674023,75
SB2711674011,2606
SB2711674210,1434
SB2710445604,12
SB2710445926,1434
SB2710445775,401
SB2711672901,1121
SB2710445067,73
SB2711674101,58
SB2710445793,58
SB2710445684,1193
SB2711672767,336
SB2710445961,1193
SB2711672753,58
SB2710445596,404
SB2710445234,6102
SB2710445239,1434
SB2711674090,410
SB2710445091,73
SB2710445088,998
SB2711672888,93
SB2710445593,69
SB2710445142,1193
SB2711674084,117
SB2710445211,20
SB2711674027,2606
SB2710445478,2531
SB2711672578,224
SB2710445156,1193
SB2711674020,10
SB2710445602,73
SB2710445459,1434
SB2710446049,12
SB2710445240,5378
SB2710445032,93
SB2711674201,-
SB2710445296,1434
SB2710445930,540
SB2711672816,127
SB2710445618,2722
SB2711674067,443
SB2711674231,101
SB2711674028,2606
SB2711674081,154
SB2710445300,-
SB2710445344,345
SB2711672862,1086
SB2710445640,95
SB2711674093,401
SB2710445213,1706
SB2710445041,-
SB2710445800,5378
SB2710445608,-
SB2710445476,401
SB2710445894,398
SB2710445571,69
SB2710445617,12
SB2711672606,12
SB2711674170,409
SB2710445304,1204
SB2711672766,1193
SB2710445603,73
SB2710445543,355
SB2711672908,1288
SB2711674044,75
SB2710445692,155
SB2710445937,401
SB2711674179,409
SB2710445960,69
SB2711674019,75
SB2710445339,398
SB2710446128,607
SB2711674252,10
SB2711674246,540
SB2710445039,69
SB2710445487,10
SB2710445906,10
SB2710445152,405
SB2710445622,491
SB2710445346,131
SB2711674045,75
SB2710445369,73
SB2710445525,1618
SB2711674115,401
SB2710445054,738
SB2710445550,95
SB2711672861,635
SB2711672557,127
SB2710445949,144
SB2710445815,746
SB2710445646,69
SB2710445715,372
SB2710445093,131
SB2711672616,73
SB2711674194,-
SB2710445481,58
SB2711674181,409
SB2710445682,1193
SB2711672605,73
SB2710446121,127
SB2711674256,93
SB2710445298,401
SB2710446105,388
SB2711674058,369
SB2710445363,58
SB2711674054,10
SB2710445055,69
SB2711673998,443
SB2710445449,1434
SB2710445499,1236
SB2710445702,131
SB2711674220,1249
SB2710445328,278
SB2711672614,95
SB2711674083,117
SB2710445496,542
SB2711672885,10
SB2710445577,9505
SB2711674018,75
SB2710445732,10
SB2710445929,401
SB2710445537,10
SB2710445884,6069
SB2711672549,1193
SB2710445728,12
SB2711672847,399
SB2710446037,73
SB2710445573,131
SB2711672560,141
SB2710445283,162
SB2710445744,131
SB2710445830,58
SB2710445267,409
SB2711672547,69
SB2710445197,58
SB2710445526,297
SB2710445905,117
SB2711672752,10
SB2710445031,95
SB2710445210,4417
SB2710446044,-
SB2711672824,602
SB2710446055,1231
SB2711674126,101
SB2711673986,443
SB2710446021,127
SB2710445193,399
SB2710445134,131
SB2710445033,1122
SB2710445322,23
SB2710445934,1421
SB2710446038,167
SB2711674078,12
SB2710445454,2521
SB2710445334,345
SB2710446043,12
SB2710445473,58
SB2710445218,6150
SB2711673990,101
SB2710446057,12
SB2710445022,73
SB2710445722,131
SB2710446078,420
SB2710446060,1131
SB2710445306,642
SB2710445071,73
SB2710445572,131
SB2711674107,162
SB2710445108,547
SB2710445916,1385
SB2710445968,131
SB2710445162,131
SB2710445719,131
SB2710445280,1434
SB2711674112,101
SB2711674033,2606
SB2710445059,978
SB2711672556,1946
SB2710445200,101
SB2710445624,2144
SB2710445812,58
SB2710445302,399
SB2710445370,2604
SB2710445066,2619
SB2711674202,216
SB2710445636,1193
SB2710445040,1193
SB2710445168,7840
SB2710446092,998
SB2710445547,5378
SB2710445260,1434
SB2711674183,4774
SB2710445321,135
SB2710446080,405
SB2710445228,-
SB2710445036,69
SB2711672539,131
SB2711674025,75
SB2711674163,101
SB2710446076,95
SB2710445102,349
SB2710445034,131
SB2710445021,1304
SB2710445539,457
SB2710445670,1231
SB2710445005,127
SB2710445333,141
SB2710445062,127
SB2710445497,847
SB2710445791,1434
SB2711672736,5523
SB2711672740,131
SB2711673992,117
SB2710446029,73
SB2710445117,59
SB2710445512,349
SB2710445146,73
SB2710445204,399
SB2711672898,10
SB2711672820,127
SB2711674192,216
SB2711672727,399
SB2710445669,1193
SB2711674034,2606
SB2710445457,399
SB2710445115,95
SB2711674065,443
SB2710445882,399
SB2711674117,442
SB2710445507,117
SB2710445635,420
SB2710445355,316
SB2710445025,127
SB2710445506,1236
SB2711674087,500
SB2711672589,95
SB2710445223,1592
SB2710445356,388
SB2711674174,409
SB2711672748,399
SB2711674143,101
SB2710445455,58
SB2711672882,7581
SB2711672791,404
SB2710445338,69
SB2710445144,131
SB2711672900,-
SB2710445824,101
SB2711674176,409
SB2710445065,1193
SB2710445157,131
SB2711674042,641
SB2711672619,404
SB2710445294,216
SB2710445691,38
SB2710445544,5979
SB2710445153,69
SB2711674059,-
SB2710445631,538
SB2710445140,405
SB2710445463,69
SB2710445178,409
SB2710445327,-
SB2711673994,5951
SB2710445163,131
SB2710445271,86
SB2711672868,409
SB2710445777,6032
SB2710445538,442
SB2711674007,2606
SB2710445649,95
SB2710445058,372
SB2711674103,48
SB2710445194,9718
SB2711674085,58
SB2710445284,162
SB2710445282,7266
SB2710445542,2325
SB2711672913,1434
SB2711674152,48
SB2711672865,278
SB2711672839,428
SB2710445936,1510
SB2711673975,710
SB2711674024,75
SB2710445627,1193
SB2710445371,404
SB2711672561,73
SB2710445177,409
SB2710445877,6069
SB2711672859,3602
SB2711674240,131
SB2711672829,540
SB2711672586,73
SB2710445470,58
SB2710445288,7266
SB2711674127,401
SB2711674100,48
SB2710445637,6021
SB2710445510,3580
SB2710445019,69
SB2711674257,-
SB2711672779,1244
SB2711674013,641
SB2710445805,101
SB2710445274,1079
SB2710445933,227
SB2710445105,1193
SB2710445232,10
SB2711672838,117
SB2710445237,607
SB2710445735,1406
SB2711674002,2606
SB2710445766,1434
SB2710445124,127
SB2710445626,156
SB2711672844,5380
SB2710445016,2626
SB2711672832,131
SB2710445545,117
SB2710445658,131
SB2710445655,69
SB2710445245,2163
SB2710445566,4713
SB2710445330,602
SB2711672600,95
SB2710445050,127
SB2710445710,69
SB2710445345,43
SB2711674237,131
SB2711672744,355
SB2710445116,131
SB2710445558,69
SB2710445043,569
SB2711672758,117
SB2710445757,399
SB2710445011,131
SB2710445190,4774
SB2711672897,58
SB2710445712,73
SB2710445859,515
SB2710445760,69
SB2711672896,540
SB2711672831,3580
SB2710445314,201
SB2710445841,541
SB2710445231,154
SB2710445984,2015
SB2711672906,-
SB2711672826,10
SB2710445450,607
SB2710445456,2521
SB2711672613,106
SB2710445081,69
SB2710445201,88
SB2711674003,409
SB2710445251,442
SB2710445612,58
SB2710445727,73
SB2711672537,1193
SB2710445827,1139
SB2710445897,10
SB2710445096,12
SB2710445098,127
SB2710445750,533
SB2710445215,2522
SB2710445536,117
SB2710445762,541
SB2710445909,2524
SB2710445899,117
SB2710445303,1204
SB2710445002,95
SB2710446052,73
SB2710445287,-
SB2710445589,978
SB2711674168,-
SB2710445376,1193
SB2710445275,345
SB2711672555,95
SB2710445262,345
SB2711674026,-
SB2710445908,86
SB2711674012,399
SB2711674178,5502
SB2710445472,616
SB2711674061,117
SB2711672621,8611
SB2710446054,69
SB2710445814,398
SB2710445199,10
SB2711674080,12
SB2710445175,2946
SB2711674159,409
SB2710445522,6006
SB2711672735,10
SB2710445293,101
SB2710445196,641
SB2710445983,12
SB2711673980,971
SB2710445918,-
SB2710445485,5523
SB2711674205,399
SB2710445616,-
SB2711672827,1385
SB2711674184,4774
SB2710445340,652
SB2711672755,420
SB2711674124,401
SB2711672891,1193
SB2711674041,162
SB2711672892,-
SB2711674075,154
SB2710446007,127
SB2711674086,101
SB2711672817,191
SB2711672828,906
SB2710446097,131
SB2711672617,12
SB2710444985,23
SB2711674239,1684
SB2711674088,131
SB2710445308,-
SB2711674144,101
SB2711672782,536
SB2711674008,2606
SB2710445519,1618
SB2710445024,144
SB2710445935,8608
SB2710445594,127
SB2711672624,127
SB2710445803,429
SB2710445484,351
SB2710445216,297
SB2711672878,59
SB2710445259,906
SB2710445238,2622
SB2710445189,540
SB2710445796,-
SB2710446034,95
SB2710445133,1193
SB2710445474,23
SB2710445368,73
SB2711672738,117
SB2710445341,10
SB2710445203,1415
SB2710445257,297
SB2711672543,127
SB2711672567,73
SB2710445001,95
SB2710445313,101
SB2711673985,443
SB2710445615,73
SB2711672607,6092
SB2710445325,906
SB2710445270,607
SB2710445963,95
SB2710445688,1193
SB2710445347,428
SB2710445674,1193
SB2710445254,86
SB2710445789,616
SB2710445063,73
SB2710445072,69
SB2710445583,95
SB2710445974,131
SB2711674056,401
SB2711674134,2540
SB2710445012,95
SB2710445221,5785
SB2710446085,349
SB2710445665,127
SB2710445697,2279
SB2710445954,69
SB2710445671,404
SB2711672757,10
SB2710445494,1582
SB2710444990,86
SB2711674238,131
SB2710445581,95
SB2710445185,-
SB2710446001,372
SB2710445587,2554
SB2710445999,127
SB2711672843,401
SB2711672612,69
SB2710446000,12
SB2710445246,1721
SB2711672860,5176
SB2710445107,95
SB2710445151,38
SB2711672611,3672
SB2711672603,1861
SB2710446071,73
SB2710445836,2526
SB2711672883,73
SB2710445971,73
SB2710445380,141
SB2711672825,602
SB2710446042,127
SB2711673995,443
SB2710445498,86
SB2710445720,1618
SB2711674248,536
SB2710445110,1861
SB2710445838,937
SB2710445739,69
SB2710445663,144
SB2710445242,540
SB2710445051,1193
SB2710445579,12
SB2711674161,409
SB2710445137,131
SB2710445518,69
SB2711672731,58
SB2711672726,86
SB2710446053,73
SB2710446096,88
SB2711674169,-
SB2710445733,973
SB2711674258,641
SB2711672545,-
SB2710445085,69
SB2711674051,75
SB2711674146,399
SB2710444987,607
SB2710445018,1193
SB2711674055,10
SB2711674244,131
SB2710445358,278
SB2710445020,69
SB2710445209,401
SB2711672842,5378
SB2711672552,38
SB2711674030,2606
SB2710445464,10148
SB2711672587,73
SB2710446122,131
SB2710445781,10
SB2710445955,95
SB2711672580,69
SB2710445807,355
SB2711672596,95
SB2710445224,295
SB2710445104,1859
SB2710445559,131
SB2711674132,117
SB2710445661,127
SB2710445079,6091
SB2710445174,5308
SB2711672773,1115
SB2710445598,5647
SB2711674154,48
SB2710445362,154
SB2710445309,223
SB2711672623,1193
SB2710445946,58
SB2710445046,14
SB2710445004,131
SB2710445788,57
SB2711674092,10
SB2711672823,1611
SB2710446079,1193
SB2710445145,1193
SB2710445315,297
SB2711674180,409
SB2711674171,1434
SB2710446035,69
SB2710445817,69
SB2710445962,297
SB2710444986,409
SB2711673983,443
SB2711672742,428
SB2710445056,978
SB2710446027,69
SB2710445804,1081
SB2710445500,6345
SB2711674155,155
SB2711674046,75
SB2710445230,401
SB2711674157,401
SB2710445318,3234
SB2711672834,3580
SB2711673976,399
SB2710445095,73
SB2710445818,23
SB2710445250,399
SB2711672894,355
SB2711672870,1434
SB2710445981,405
SB2711674249,536
SB2711674214,711
SB2710445965,5575
SB2711672729,10
SB2710445030,1193
SB2711674066,443
SB2710445235,906
SB2710445648,404
SB2710445790,681
SB2711674195,4774
SB2710445373,6826
SB2711672787,101
SB2710445668,127
SB2710445249,1721
SB2711674193,-
SB2710445026,131
SB2710445176,536
SB2710445359,2522
SB2711674130,6011
SB2710445009,6630
SB2710445843,641
SB2710445324,69
SB2710445809,1326
SB2710445773,1508
SB2710445377,404
SB2710445704,1193
SB2711672864,2531
SB2710445561,69
SB2710445743,127
SB2710445266,1434
SB2711674186,401
SB2711674050,75
SB2710445092,1193
SB2710445763,3580
SB2710445053,73
SB2711674047,75
SB2710445212,6011
SB2710445951,95
SB2710445832,1434
SB2710445493,6014
SB2710445913,23
SB2710445759,401
SB2710445914,8146
SB2710445299,607
SB2711674005,457
SB2710446026,95
SB2710445490,351
SB2711674136,101
SB2711672599,70
SB2711672848,401
SB2710445192,399
SB2710446039,1193
SB2710445768,607
SB2711672764,101
SB2711672747,58
SB2710445206,1434
SB2710445149,6655
SB2710445833,442
SB2711672914,345
SB2710445087,1193
SB2710445311,1434
SB2710445532,10
SB2710446068,421
SB2710445286,88
SB2710445360,58
SB2710445241,1421
SB2710445524,648
SB2711674071,443
SB2710445588,420
SB2710445517,-
SB2710446090,131
SB2710445570,58
SB2710446051,62
SB2711674198,4774
SB2711672544,38
SB2711672615,38
SB2710445273,607
SB2711674123,399
SB2711674140,101
SB2710445502,10
SB2711674109,10
SB2710445068,73
SB2711672746,131
SB2711674133,154
SB2711674121,401
SB2710446125,1193
SB2710445285,446
SB2710444989,10
SB2710445488,58
SB2711673988,536
SB2710446113,83
SB2710445795,10
SB2711672884,95
SB2710445967,69
SB2711674160,-
SB2710445787,101
SB2711674000,4657
SB2710445154,131
SB2710445448,10
SB2711672855,224
SB2711674063,-
SB2710445111,131
SB2710445475,906
SB2710445182,399
SB2710445895,117
SB2711672585,131
SB2710445802,10478
SB2711673984,443
SB2711672573,131
SB2711674091,131
SB2711672867,1727
SB2711672730,399
SB2710445227,164
SB2710445989,69
SB2710445680,127
SB2711672572,491
SB2711672821,12
SB2710445264,205
SB2710445278,641
SB2710445489,1844
SB2710445317,607
SB2710445208,647
SB2710445764,541
SB2711672835,297
SB2710446072,95
SB2710446030,-
SB2711674125,401
SB2710445749,1434
SB2711673989,-
SB2710445778,-
SB2710445656,1385
SB2710445214,641
SB2711673987,401
SB2710445855,131
SB2711674032,2606
SB2711674039,2606
SB2711674015,607
SB2710445980,95
SB2710446108,141
SB2711674142,101
SB2711672909,1721
SB2711674156,4774
SB2710445986,-
SB2710445591,1193
SB2710445057,1193
SB2710445169,405
SB2711674196,-
SB2711674207,399
SB2710445256,401
SB2711674108,1607
SB2710445923,20
SB2711672910,345
SB2710445828,6211
SB2710445482,1673
SB2710445898,58
SB2711672797,69
SB2710445243,635
SB2710445188,101
SB2711674222,641
SB2711674203,-
SB2710445528,162
SB2710445049,73
SB2710445439,607
SB2710445975,95
SB2710445942,95
SB2710445737,73
SB2710445118,127
SB2711674060,58
SB2710445147,1193
SB2711672793,69
SB2710445912,401
SB2710445335,345
SB2710445305,607
SB2711672584,144
SB2710445323,7804
SB2711674089,369
SB2710445513,428
SB2711674213,399
SB2710445527,399
SB2711672546,95
SB2710445023,73
SB2710445568,569
SB2711672569,69
SB2710445687,127
SB2710445082,12
SB2711672895,3580
SB2710446130,404
SB2710445892,117
SB2710445939,355
SB2711672601,7388
SB2711672620,1193
SB2710445101,95
SB2711672754,69
SB2711672574,1193
SB2710445820,1304
SB2710445584,1193
SB2711674104,1204
SB2710445575,131
SB2710446028,58
SB2710445503,847
SB2710445546,355
SB2711674148,3202
SB2710445585,1193
SB2710445014,131
SB2710446126,131
SB2711674185,216
SB2710445094,131
SB2710445630,1193
SB2710445452,-
SB2710445614,538
SB2710445639,69
SB2710445244,4086
SB2710445123,73
SB2710445006,95
SB2710445531,1618
SB2711674048,75
SB2710445831,3580
SB2711674064,443
SB2710445170,2003
SB2710445331,117
SB2710445035,38
SB2710446062,131
SB2711674245,131
SB2711674031,2606
SB2710445535,3580
SB2710445541,744
SB2710445248,441
SB2710445229,409
SB2710445992,95
SB2710445089,73
SB2711672733,216
SB2711674079,12
SB2711672604,127
SB2711674073,443
SB2711674189,8911
SB2710445348,135
SB2710445179,7906
SB2710445291,399
SB2711672626,131
SB2710445700,69
SB2711674035,101
SB2710445862,73
SB2710445198,10
SB2710445569,998
SB2710446014,10
SB2711673982,1434
SB2711674204,410
SB2710445480,973
SB2710445353,1434
SB2710446069,95
SB2711674223,-
SB2710445148,1193
SB2710445277,1946
SB2710445714,127
SB2710445135,73
SB2711674236,540
SB2711674208,101
SB2710445013,131
SB2710445529,906
SB2710445222,345
SB2710445610,131
SB2710445509,602
SB2710445693,127
SB2710445932,4774
SB2711674099,2954
SB2710445925,58
SB2711674097,131
SB2710445592,10
SB2710445696,1431
SB2710445770,7207
SB2710445779,6069
SB2711674227,48
SB2713434301,69
SB2713433860,3202
SB2713433783,399
SB2713433559,131
SB2713433443,216
SB2713433448,155
SB2713433331,212
SB2713433738,345
SB2713434473,95
SB2713433867,10
SB2713434181,998
SB2713433535,131
SB2713433631,218
SB2713433298,101
SB2713433250,652
SB2713433456,446
SB2713433402,607
SB2713433207,1244
SB2713433862,162
SB2713433863,10
SB2713433597,88
SB2713434194,399
SB2713434169,141
SB2713434233,446
SB2713434134,541
SB2713433198,7266
SB2713433385,162
SB2713433246,3580
SB2713434398,165
SB2713434055,12
SB2713434125,491
SB2713433530,69
SB2713434039,77
SB2713434481,144
SB2713434468,131
SB2713433460,3580
SB2713433641,1193
SB2713433406,399
SB2713434214,162
SB2713433368,2040
SB2713434210,1385
SB2713433622,127
SB2713434280,86
SB2713434129,6445
SB2713433548,10
SB2713434207,540
SB2713434482,398
SB2713433751,131
SB2713434267,706
SB2713434305,-
SB2713434033,-
SB2713433888,1721
SB2713433281,602
SB2713434085,58
SB2713433954,154
SB2713434158,9116
SB2713433958,607
SB2713434117,117
SB2713434162,1193
SB2713433916,58
SB2713434265,399
SB2713433529,68
SB2713433475,1231
SB2713433237,-
SB2713434185,278
SB2713434313,1193
SB2713433796,88
SB2713434441,2171
SB2713433507,131
SB2713433433,10
SB2713434048,216
SB2713434110,297
SB2713434445,10
SB2713434244,6949
SB2713434384,58
SB2713434087,131
SB2713433824,399
SB2713434035,212
SB2713434399,2967
SB2713434284,95
SB2713433627,421
SB2713434242,10
SB2713433974,443
SB2713433269,2522
SB2713433192,7266
SB2713433628,189
SB2713434430,720
SB2713433910,1434
SB2713433451,3580
SB2713433616,69
SB2713434078,69
SB2713433638,73
SB2713433519,491
SB2713434372,10
SB2713434002,607
SB2713433577,127
SB2713433230,607
SB2713433253,10
SB2713433277,212
SB2713433934,58
SB2713434234,446
SB2713434444,1431
SB2713433503,69
SB2713433646,420
SB2713433906,10634
SB2713433773,641
SB2713433759,641
SB2713433292,131
SB2713434470,404
SB2713434525,155
SB2713433268,278
SB2713433442,5378
SB2713434254,38
SB2713434160,127
SB2713434496,101
SB2713433635,95
SB2713434030,443
SB2713433558,1154
SB2713433243,141
SB2713434045,131
SB2713434120,6069
SB2713434080,69
SB2713433656,1193
SB2713433582,12
SB2713433990,443
SB2713433645,58
SB2713434208,131
SB2713434434,154
SB2713433339,48
SB2713433807,23
SB2713434388,212
SB2713433233,7804
SB2713434476,73
SB2713434089,73
SB2713433939,10
SB2713434021,5865
SB2713434047,394
SB2713434442,2556
SB2713433784,399
SB2713433928,6949
SB2713433477,129
SB2713433982,4532
SB2713434178,69
SB2713434312,401
SB2713433909,135
SB2713433623,101
SB2713434059,95
SB2713434197,1434
SB2713433643,73
SB2713433734,2040
SB2713434420,88
SB2713433598,2773
SB2713434498,9862
SB2713433978,101
SB2713434179,127
SB2713433787,641
SB2713434209,602
SB2713434150,73
SB2713434461,-
SB2713434310,95
SB2713433187,1946
SB2713433961,-
SB2713434062,131
SB2713434469,646
SB2713433276,409
SB2713433763,399
SB2713433455,1665
SB2713434478,127
SB2713434003,86
SB2713433637,73
SB2713433505,999
SB2713433968,641
SB2713433795,345
SB2713433793,641
SB2713433491,1278
SB2713433963,101
SB2713434378,1434
SB2713433634,603
SB2713434058,607
SB2713434359,569
SB2713434447,603
SB2713433737,410
SB2713433270,58
SB2713433999,101
SB2713433341,69
SB2713433570,372
SB2713434296,-
SB2713433748,399
SB2713434383,3042
SB2713433458,635
SB2713433389,1310
SB2713433611,131
SB2713433528,6091
SB2713433811,93
SB2713433804,10
SB2713433259,38
SB2713434464,2562
SB2713434100,162
SB2713433827,1406
SB2713433487,127
SB2713433422,1139
SB2713433512,95
SB2713434213,108
SB2713434451,1385
SB2713433760,641
SB2713434167,95
SB2713434363,1193
SB2713434455,607
SB2713434081,681
SB2713433367,117
SB2713433247,38
SB2713434054,127
SB2713434527,681
SB2713434144,131
SB2713434177,127
SB2713434072,69
SB2713433866,1844
SB2713433987,345
SB2713434407,73
SB2713433659,1125
SB2713433386,5378
SB2713433729,457
SB2713434375,10520
SB2713434097,5897
SB2713434396,399
SB2713434425,69
SB2713433465,681
SB2713433365,2040
SB2713434387,10511
SB2713433977,443
SB2713434367,131
SB2713433387,442
SB2713434004,443
SB2713433975,443
SB2713433565,80
SB2713433615,73
SB2713433607,345
SB2713433883,2531
SB2713433766,399
SB2713434424,131
SB2713433194,162
SB2713433576,131
SB2713434253,399
SB2713433739,345
SB2713434483,131
SB2713433889,1011
SB2713434439,-
SB2713433494,12
SB2713433821,399
SB2713434259,1429
SB2713434397,533
SB2713433310,69
SB2713433527,-
SB2713434152,95
SB2713434351,404
SB2713433324,602
SB2713434032,46
SB2713433474,69
SB2713434428,117
SB2713434011,131
SB2713433803,10
SB2713434148,372
SB2713433791,399
SB2713434389,4038
SB2713433404,442
SB2713434052,73
SB2713433408,101
SB2713433969,10
SB2713433564,2279
SB2713434130,8863
SB2713433418,446
SB2713433911,58
SB2713433802,410
SB2713434051,2165
SB2713433995,10
SB2713434017,34
SB2713433473,69
SB2713434044,357
SB2713434170,95
SB2713434456,73
SB2713434423,616
SB2713433925,1159
SB2713434353,131
SB2713433808,744
SB2713433835,399
SB2713434365,95
SB2713433593,4110
SB2713434196,297
SB2713434079,131
SB2713434123,117
SB2713433399,-
SB2713433417,196
SB2713434281,117
SB2713434416,-
SB2713433506,131
SB2713433395,607
SB2713433653,127
SB2713433640,104
SB2713433591,428
SB2713433480,95
SB2713433830,215
SB2713434408,95
SB2713433188,641
SB2713434373,443
SB2713434049,131
SB2713434421,69
SB2713433914,1081
SB2713433435,38
SB2713433550,73
SB2713433756,641
SB2713434024,3232
SB2713434438,5073
SB2713433742,216
SB2713433213,1204
SB2713433799,88
SB2713433736,345
SB2713434237,662
SB2713433343,69
SB2713433836,7297
SB2713433296,117
SB2713434161,127
SB2713433840,8583
SB2713434037,10
SB2713434061,998
SB2713433639,420
SB2713434099,5794
SB2713434356,131
SB2713434101,399
SB2713433745,10
SB2713434165,73
SB2713433604,372
SB2713434414,13
SB2713433355,1056
SB2713433293,131
SB2713433514,69
SB2713433496,95
SB2713433407,602
SB2713433394,607
SB2713434057,978
SB2713433232,23
SB2713433401,86
SB2713434075,744
SB2713433189,399
SB2713433191,607
SB2713433964,10176
SB2713433215,607
SB2713434292,101
SB2713433557,131
SB2713433725,10
SB2713433965,1434
SB2713434463,3944
SB2713434499,117
SB2713434172,88
SB2713434036,10
SB2713434352,95
SB2713434000,1642
SB2713433902,135
SB2713434173,10
SB2713433377,847
SB2713434360,131
SB2713433907,10511
SB2713433212,399
SB2713433497,127
SB2713433532,73
SB2713433248,69
SB2713434477,73
SB2713434199,8369
SB2713433468,224
SB2713433561,68
SB2713433240,602
SB2713433856,13
SB2713434031,443
SB2713433749,1434
SB2713434371,10
SB2713434067,349
SB2713433525,73
SB2713433712,117
SB2713433321,101
SB2713433872,5295
SB2713433747,1308
SB2713433354,1056
SB2713433908,162
SB2713434133,1844
SB2713434257,295
SB2713433976,443
SB2713433930,69
SB2713434429,57
SB2713433271,101
SB2713433288,5881
SB2713433235,906
SB2713433420,1656
SB2713433231,135
SB2713434443,162
SB2713433463,1385
SB2713434195,5378
SB2713433217,4086
SB2713433752,1434
SB2713433647,7483
SB2713433991,443
SB2713433895,141
SB2713433955,5748
SB2713433927,2522
SB2713434432,3258
SB2713433326,69
SB2713433236,906
SB2713433886,5378
SB2713433444,5308
SB2713433901,141
SB2713434472,73
